date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink,F13,F14,F15
2020-04-10 09:55:03.000,WHO,NULL,17,81,210,"""#COVID19 is disrupting our societies, but it cannot, and must not, shake our foundations. History will judge us not only on whether we get through this pandemic, but the manner in which we did so""-@DrTedros",NULL,@DrTedros,#COVID19,1.24855005149387E+18,https://twitter.com/WHO/status/1248550051493879808,NULL,NULL,NULL
2020-04-10 09:54:34.000,WHO,NULL,6,28,94,"The restrictive measures governments are implementing are already having a massive impact on livelihoods. We must plan for & take appropriate measures to alleviate the economic impact of the #COVID19 pandemic"-@DrTedros,NULL,@DrTedros,#COVID19,1.24854992803873E+18,https://twitter.com/WHO/status/1248549928038735872,NULL,NULL,NULL
2020-04-10 09:51:44.000,WHO,NULL,9,27,91,"""It is critical that governments reassure the population that once the crisis is over, such measures will be discontinued and life can go back to normal""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.24854921461285E+18,https://twitter.com/WHO/status/1248549214612852736,NULL,NULL,NULL
2020-04-10 09:51:24.000,WHO,NULL,9,41,117,"""Governments should be transparent with their populations, inform them regularly on how measures are being implemented and on the intended duration of these measures""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.2485491298165E+18,https://twitter.com/WHO/status/1248549129816506368,NULL,NULL,NULL
2020-04-10 09:49:27.000,WHO,NULL,7,27,78,"""In this time of crisis, these unprecedented measures are motivated by the desire to protect their populations by reducing the spread of the #coronavirus and thus 鈥渇latten the curve鈥?""-@DrTedros #COVID19",NULL,@DrTedros,#coronavirus #COVID19,1.24854864069364E+18,https://twitter.com/WHO/status/1248548640693641217,NULL,NULL,NULL
2020-04-10 09:49:02.000,WHO,NULL,4,18,66,"""Many countries have put in place very restrictive measures of physical distancing. These include closing borders, declaration of a national state of emergency, lockdowns of cities or entire countries, and closing schools and businesses""-@DrTedros #COVID1",NULL,@DrTedros,#COVID19,1.24854853489642E+18,https://twitter.com/WHO/status/1248548534896427009,NULL,NULL,NULL
2020-04-10 09:48:38.000,WHO,NULL,3,19,60,"Countries who have the heavy responsibility of accommodating these vulnerable populations must be given the necessary tools and resources to protect them and provide them with the support they need"-@DrTedros #COVID19,NULL,@DrTedros,#COVID19,1.24854843547056E+18,https://twitter.com/WHO/status/1248548435470561280,NULL,NULL,NULL
2020-04-10 09:46:31.000,WHO,NULL,3,32,75,"""Rule of law has a critical role to play in fighting #COVID19 pandemic. As countries work to contain and mitigate the virus, many social challenges are arising, which require legal, regulatory and ethical responses""-@DrTedros",NULL,@DrTedros,#COVID19,1.24854790404805E+18,https://twitter.com/WHO/status/1248547904048050177,NULL,NULL,NULL
2020-04-10 09:46:11.000,WHO,NULL,3,22,67,"""A key principle of the International Health Regulations is that they must be implemented with full respect for dignity, human rights and the fundamental freedom of persons. This is essential""-@DrTedros #COVID19",NULL,@DrTedros,#COVID19,1.24854782025422E+18,https://twitter.com/WHO/status/1248547820254224385,NULL,NULL,NULL
2020-04-10 09:43:16.000,WHO,NULL,6,32,88,"""The #COVID19 pandemic has placed new pressures and responsibilities on states, on communities and on individuals. The rule of law is what guarantees the functioning and stability of our countries, which together make up the international community""-@DrTe",NULL,@DrTedros,#COVID19,1.24854708272362E+18,https://twitter.com/WHO/status/1248547082723622913,NULL,NULL,NULL
2020-04-10 09:42:47.000,WHO,NULL,8,41,86,"""We have just marked 100 days since we were first notified of the viral disease which has come to be known as #COVID19, and which has now spread across the world. Not only are we facing health severe consequences, but also major socio-economic disruptions",NULL,@DrTedros,#COVID19,1.24854696283773E+18,https://twitter.com/WHO/status/1248546962837733376,NULL,NULL,NULL
2020-04-10 09:42:19.000,WHO,NULL,10,28,101,"I also express my sympathy to all those in who have lost someone they love to #COVID19 &amp; my best wishes for all those who are now fighting for their lives"-@DrTedros addressing 's International Legal Forum,NULL,@DrTedros,#COVID19,1.24854684689458E+18,https://twitter.com/WHO/status/1248546846894587904,NULL,NULL,NULL
2020-04-10 09:41:20.000,WHO,NULL,156,264,1410,"""Thank you for the opportunity of joining you today, and I鈥檇 like to express my gratitude to the Russian Federation for convening this very important event, under very difficult circumstances""-@DrTedros addressing 's International Legal Forum on #COVID19",NULL,@DrTedros,#COVID19,1.24854659828144E+18,https://twitter.com/WHO/status/1248546598281449472,NULL,NULL,NULL
2020-04-10 08:46:04.000,WHO,NULL,14,24,108," also deserves recognition for its support of is European neighbors by sending essential supplies"-@DrTedros addressing @TurkicCouncil on #COVID19,NULL,@DrTedros @TurkicCouncil,#COVID19,1.2485326884133E+18,https://twitter.com/WHO/status/1248532688413306897,NULL,NULL,NULL
2020-04-10 08:45:04.000,WHO,NULL,12,28,83,"I want to thank all Member States & partners who have responded to our first #COVID19 Strategic Preparedness &amp; Response Plan. $800+M has been pledged or received. I especially thank the government &amp; people of for their contribution of $5M"-@DrTed,NULL,@DrTedros @TurkicCouncil,#COVID19,1.24853243667961E+18,https://twitter.com/WHO/status/1248532436679614464,NULL,NULL,NULL
2020-04-10 08:43:41.000,WHO,NULL,5,22,71,"""Our second #COVID19 Strategic Preparedness and Response Plan, to be published in the coming days, will estimate the resources needed to implement national and international strategies during the next phase of the response""-@DrTedros addressing @TurkicCou",NULL,@DrTedros @TurkicCouncil,#COVID19,1.24853208957573E+18,https://twitter.com/WHO/status/1248532089575739392,NULL,NULL,NULL
2020-04-10 08:43:10.000,WHO,NULL,4,17,49,"National strategies must be supported at the international level in 5 key areas"-@DrTedros addressing @TurkicCouncil on #COVID19,NULL,@DrTedros @TurkicCouncil,#COVID19,1.24853196010183E+18,https://twitter.com/WHO/status/1248531960101834752,NULL,NULL,NULL
2020-04-10 08:39:11.000,WHO,NULL,7,28,87,"""At the same time, equitable access to healthcare is critical, esp among vulnerable groups. In the #COVID19 era, access to essential health services must be ensured for all. Otherwise, the outbreak will be harder to control &amp; puts everybody at risk""-@",NULL,@DrTedros @TurkicCouncil,#COVID19,1.2485309559351E+18,https://twitter.com/WHO/status/1248530955935105029,NULL,NULL,NULL
2020-04-10 08:38:28.000,WHO,NULL,11,57,131,"""Restrictive social measures alone only buy us time. Stopping the transmission of the #coronavirus requires a comprehensive strategy to find, test, isolate and care for every case, and trace every contact""-@DrTedros addressing @TurkicCouncil on #COVID19",NULL,@DrTedros @TurkicCouncil,#coronavirus #COVID19,1.24853077582745E+18,https://twitter.com/WHO/status/1248530775827456002,NULL,NULL,NULL
2020-04-10 08:37:01.000,WHO,NULL,7,23,54,"""The window for containing the #coronavirus at the subnational &amp; national level is closing in many countries. Since the beginning of the #COVID19 outbreak, WHO has shipped personal protective equipment and testing kits to the @TurkicCouncil states""-@D",NULL,@TurkicCouncil @DrTedros,#coronavirus #COVID19,1.24853041304539E+18,https://twitter.com/WHO/status/1248530413045395457,NULL,NULL,NULL
2020-04-10 08:36:21.000,WHO,NULL,9,28,72,"We are yet to see the devastation #COVID19 could cause in more vulnerable countries. We鈥檙e committed to doing everything we can to prevent that from happening"-@DrTedros addressing @TurkicCouncil,NULL,@DrTedros @TurkicCouncil,#COVID19,1.24853024313834E+18,https://twitter.com/WHO/status/1248530243138342913,NULL,NULL,NULL
2020-04-10 08:36:20.000,WHO,NULL,5,26,88,"""This pandemic is much more than a health crisis. It requires a whole-of government & whole-of-society response. In the last 100 days, #COVID19 has shown us the damage it can do in wealthy nations""-@DrTedros addressing @TurkicCouncil",NULL,@DrTedros @TurkicCouncil,#COVID19,1.24853024188843E+18,https://twitter.com/WHO/status/1248530241888432128,NULL,NULL,NULL
2020-04-10 08:34:27.000,WHO,NULL,11,22,76,""" , the most affected so far of your countries, has suffered a dramatic increase in #COVID19 cases and deaths in the past week. WHO is suffering with you and stands ready to provide whatever support we can""-@DrTedros addressing @TurkicCouncil",NULL,@DrTedros @TurkicCouncil,#COVID19,1.24852976705964E+18,https://twitter.com/WHO/status/1248529767059644416,NULL,NULL,NULL
2020-04-10 08:34:27.000,WHO,NULL,5,17,48,"""So far, the five Member States of the @TurkicCouncil have reported more than 36K cases of #COVID19 &amp; 750 deaths""-@DrTedros #coronavirus",NULL,@TurkicCouncil @DrTedros,#COVID19 #coronavirus,1.24852976495828E+18,https://twitter.com/WHO/status/1248529764958289920,NULL,NULL,NULL
2020-04-10 08:32:45.000,WHO,NULL,15,54,104,"""The fatality rate is estimated to be 10 times higher than influenza. More than 1.3 million people have been infected with #COVID19, and almost 80,000 people have lost their lives""-@DrTedros addressing @TurkicCouncil",NULL,@DrTedros @TurkicCouncil,#COVID19,1.24852933944615E+18,https://twitter.com/WHO/status/1248529339446157313,NULL,NULL,NULL
2020-04-10 08:31:47.000,WHO,NULL,17,23,105,"""This is an example of the kind of cross-border cooperation we need to get through this pandemic. Since it first erupted 100+ days ago, the global spread of #COVID19 has overwhelmed health systems, disrupted the global economy &amp; lead to widespread soc",NULL,@DrTedros,#COVID19,1.24852909552642E+18,https://twitter.com/WHO/status/1248529095526428672,NULL,NULL,NULL
2020-04-10 08:30:28.000,WHO,NULL,73,212,820,"""Since the beginning of the global spread of #COVID19, the Leaders of the @TurkicCouncil (TC) have been cooperating closely, incl on sharing hospital facilities, providing humanitarian aid &amp; testing kits &amp; exchanging clinical expertise and medical",NULL,@TurkicCouncil @DrTedros,#COVID19,1.24852876325359E+18,https://twitter.com/WHO/status/1248528763253596161,NULL,NULL,NULL
2020-04-09 21:10:32.000,WHO,NULL,90,53,233,"Our singular focus is on working to serve all people to save lives and stop the #COVID19 pandemic 鈥?stop this dangerous enemy"-@DrTedros #coronavirus,NULL,@DrTedros,#COVID19 #coronavirus,1.24835765476384E+18,https://twitter.com/WHO/status/1248357654763843586,NULL,NULL,NULL
2020-04-09 21:05:03.000,WHO,WHO,15,32,103,"7 April 2020: #WorldHealthDay highlights the critical role played by nurses and midwives, who are at the forefront of the #COVID19 response globally.",NULL,NULL,#WorldHealthDay #COVID19,1.24835627136501E+18,https://twitter.com/WHO/status/1248356271365017602,NULL,NULL,NULL
2020-04-09 21:04:50.000,WHO,WHO,11,34,60,6 April 2020: WHO updates advice on the use of masks during #COVID19,NULL,NULL,#COVID19,1.24835621692287E+18,https://twitter.com/WHO/status/1248356216922877954,NULL,NULL,NULL
2020-04-09 21:04:08.000,WHO,WHO,8,21,58,31 Mar 2020: WHO launches #coronavirus chatbot with @Viber,NULL,@Viber,#coronavirus,1.24835604284248E+18,https://twitter.com/WHO/status/1248356042842480641,NULL,NULL,NULL
2020-04-09 21:03:57.000,WHO,WHO,6,16,46,"30 Mar 2020: WHO publishes updated operational planning guidelines to help countries balance the demands of responding to #COVID19 while maintaining essential health service delivery, protecting #healthworkers &amp; mitigating the risk of system collapse.",NULL,NULL,#COVID19 #healthworkers,1.24835599687709E+18,https://twitter.com/WHO/status/1248355996877099009,NULL,NULL,NULL
2020-04-09 21:03:02.000,WHO,DrTedros,10,15,46,"26 Mar 2020: @DrTedros addresses Extraordinary Virtual @g20org Leaders鈥?Summit on #COVID19, calling on G20 leaders to fight, unite, and ignite against the #coronavirus:",NULL,@DrTedros @g20org,#COVID19 #coronavirus,1.24835576549416E+18,https://twitter.com/WHO/status/1248355765494169614,NULL,NULL,NULL
2020-04-09 21:02:34.000,WHO,WHOEMRO,9,20,61,"25 Mar 2020: #COVID19 Mission to #Egypt concludes With support from WHO and other partners, Egypt now has the capacity to conduct up to 200,000 tests.",NULL,NULL,#COVID19 #Egypt,1.24835564656029E+18,https://twitter.com/WHO/status/1248355646560292866,NULL,NULL,NULL
2020-04-09 21:02:22.000,WHO,NULL,6,12,39,25 Mar 2020: @UN launches #COVID19 Global Humanitarian Response Plan to Invest In Humanity,NULL,@UN,#COVID19,1.24835559667764E+18,https://twitter.com/WHO/status/1248355596677648385,NULL,NULL,NULL
2020-04-09 21:02:09.000,WHO,DrTedros,6,19,46,23 Mar 2020: WHO and @FIFAcom team up on campaign to kick out #coronavirus. #COVID19,NULL,@FIFAcom,#coronavirus #COVID19,1.24835554497447E+18,https://twitter.com/WHO/status/1248355544974471170,NULL,NULL,NULL
2020-04-09 21:01:52.000,WHO,WHO,10,23,50,20 Mar 2020: WHO Health Alert for #coronavirus launches on @WhatsApp. #COVID19,NULL,@WhatsApp,#coronavirus #COVID19,1.24835547019422E+18,https://twitter.com/WHO/status/1248355470194225153,NULL,NULL,NULL
2020-04-09 21:01:36.000,WHO,NULL,18,29,59,18 Mar 2020: WHO and partners launch SOLIDARITY trial to generate robust data from around the world to find the most effective treatments for #COVID19. http://bit.ly/2Ulg5Tj #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.24835540592063E+18,https://twitter.com/WHO/status/1248355405920636934,NULL,NULL,NULL
2020-04-09 21:01:09.000,WHO,WHO,6,25,59,17 Mar 2020: New guidance published on people affected by humanitarian crises during #COVID19. #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.24835529269128E+18,https://twitter.com/WHO/status/1248355292691288067,NULL,NULL,NULL
2020-04-09 21:00:26.000,WHO,WHOIraq,7,12,31,15 Mar 2020: WHO #COVID19 Mission to #Iraq covers detection and response. #coronavirus,NULL,NULL,#COVID19 #Iraq #coronavirus,1.24835511154349E+18,https://twitter.com/WHO/status/1248355111543492608,NULL,NULL,NULL
2020-04-09 21:00:12.000,WHO,NULL,6,18,55,13 Mar 2020: WHO launches the #SafeHands Challenge to promote the power of clean hands to fight the #coronavirus.,NULL,NULL,#SafeHands #SafeHands #coronavirus,1.24835505211438E+18,https://twitter.com/WHO/status/1248355052114382850,NULL,NULL,NULL
2020-04-09 20:59:55.000,WHO,WHO,9,21,49,"13 Mar 2020: WHO, @unfoundation and partners launch first-of-its-kind #COVID19 Solidarity Response Fund: http://bit.ly/COVID19Fund",NULL,@unfoundation,#COVID19,1.24835498239659E+18,https://twitter.com/WHO/status/1248354982396596224,NULL,NULL,NULL
2020-04-09 20:59:43.000,WHO,WHOEMRO,7,18,48,12 Mar 2020: #COVID19 expert mission to #Iran concludes,NULL,NULL,#COVID19 #Iran,1.24835492961973E+18,https://twitter.com/WHO/status/1248354929619730438,NULL,NULL,NULL
2020-04-09 20:59:33.000,WHO,NULL,3,17,45,"12 Mar 2020: During a 5-day mission to #Azerbaijan, a team of WHO experts works with the national response committee on developing a national preparedness and response plan for #COVID19. #coronavirus",NULL,NULL,#Azerbaijan #COVID19 #coronavirus,1.24835488928724E+18,https://twitter.com/WHO/status/1248354889287249922,NULL,NULL,NULL
2020-04-09 20:57:47.000,WHO,WHO,9,38,80,"11 March 2020: WHO characterizes #COVID19 as a pandemic. 90% of cases are still in just four countries. 81 countries have not reported any cases, and 57 countries have reported 10 cases or less. #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835444603319E+18,https://twitter.com/WHO/status/1248354446033199108,NULL,NULL,NULL
2020-04-09 20:57:21.000,WHO,WHO,4,42,80,"8 Mar 2020: WHO publishes Interim guidance on critical preparedness, readiness and response actions for 4 different #COVID19 transmission scenarios: -No cases -Sporadic cases -Clusters of cases -Community transmission #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835433662066E+18,https://twitter.com/WHO/status/1248354336620662786,NULL,NULL,NULL
2020-04-09 20:56:46.000,WHO,doctorsoumya,2,25,51,6 Mar 2020: WHO publishes draft R&D blueprint draft for #COVID19: https://bit.ly/2xgbwC4 #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.24835418983257E+18,https://twitter.com/WHO/status/1248354189832577025,NULL,NULL,NULL
2020-04-09 20:56:29.000,WHO,WHO,9,19,58,"5 Mar 2020: WHO launches a social media campaign called Be Ready for #COVID19, urging people to be safe, smart and kind. #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835411866782E+18,https://twitter.com/WHO/status/1248354118667829248,NULL,NULL,NULL
2020-04-09 20:56:17.000,WHO,WHOEMRO,4,20,48,"2 Mar 2020: Mission of WHO experts arrives in #Iran, aiming to identify #COVID19 transmission dynamics and at-risk populations, as well as provide guidance on strengthening and scaling up the response and readiness efforts. #coronavirus",NULL,NULL,#Iran #COVID19 #coronavirus,1.2483540679083E+18,https://twitter.com/WHO/status/1248354067908300802,NULL,NULL,NULL
2020-04-09 20:56:05.000,WHO,hans_kluge,4,20,49,"24 Feb 2020: A team of experts from WHO and the @ECDC_EU travelled to #Italy to understand how #COVID19 developed there, learning from the Italian experience and supporting control and prevention efforts by the authorities. #coronavirus",NULL,@ECDC_EU,#Italy #COVID19 #coronavirus,1.24835401659518E+18,https://twitter.com/WHO/status/1248354016595185666,NULL,NULL,NULL
2020-04-09 20:54:48.000,WHO,NULL,4,23,52,"21 Feb 2020: @DrTedros appoints six special envoys on COVID-19, to provide strategic advice and high-level political advocacy and engagement in different parts of the world.",NULL,@DrTedros,NULL,1.24835369529479E+18,https://twitter.com/WHO/status/1248353695294795786,NULL,NULL,NULL
2020-04-09 20:54:25.000,WHO,WHO,3,21,48,"11-12 Feb 2020: WHO convenes a Research & Innovation Forum on #COVID19, attended by 400+ experts &amp; funders from around the world. #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835359822182E+18,https://twitter.com/WHO/status/1248353598221824000,NULL,NULL,NULL
2020-04-09 20:53:55.000,WHO,WHO,6,25,53,5 Feb 2020: Global community asks for US$675 million to help protect vulnerable countries from #COVID19 outbreak. #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.24835347287504E+18,https://twitter.com/WHO/status/1248353472875040769,NULL,NULL,NULL
2020-04-09 20:53:42.000,WHO,NULL,5,27,64,"Acknowledging that #COVID19 cases have been reported in 5 WHO regions in one month, the Committee notes that early detection, isolation &amp; care, contact tracing &amp; social distancing measures 鈥?in line with the level of risk 鈥?can all work to interru",NULL,NULL,#COVID19 #coronavirus,1.248353417334E+18,https://twitter.com/WHO/status/1248353417334001664,NULL,NULL,NULL
2020-04-09 20:53:05.000,WHO,WHO,9,32,80,30 Jan 2020: @DrTedros declares #COVID19 a Public Health Emergency of International Concern 鈥?WHO鈥檚 highest level of alarm 鈥?following a second meeting of the Emergency Committee convened under the International Health Regulations. #coronavirus,NULL,@DrTedros,#COVID19 #coronavirus,1.24835325958208E+18,https://twitter.com/WHO/status/1248353259582087173,NULL,NULL,NULL
2020-04-09 20:52:08.000,WHO,WHO,8,24,61,"22- 23 Jan 2020: The committee, consisting of independent, international experts, is unable to reach a consensus based on the evidence available at the time. They ask to be reconvened within 10 days after receiving more information. #COVID19 #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835302088844E+18,https://twitter.com/WHO/status/1248353020888440832,NULL,NULL,NULL
2020-04-09 20:51:43.000,WHO,WHO,4,34,79,22- 23 Jan 2020: @DrTedros convenes an Emergency Committee under the International Health Regulations to assess whether the #COVID19 outbreak constitutes a public health emergency of international concern. #coronavirus,NULL,@DrTedros,#COVID19 #coronavirus,1.24835291796862E+18,https://twitter.com/WHO/status/1248352917968629760,NULL,NULL,NULL
2020-04-09 20:51:26.000,WHO,WHO,7,33,67,22 Jan 2020: WHO mission to #China issues a statement saying there is evidence of human-to-human transmission in Wuhan but more investigation is needed to understand the full extent of transmission. #COVID19 #coronavirus,NULL,NULL,#China #COVID19 #coronavirus,1.24835284697163E+18,https://twitter.com/WHO/status/1248352846971637760,NULL,NULL,NULL
2020-04-09 20:50:20.000,WHO,UNGeneva,20,41,91,"14 Jan 2020: Dr @mvankerkhove notes in a press briefing there may have been limited human-to-human transmission of the #coronavirus (in the 41 confirmed cases), mainly through family members &amp; that there was a risk of a possible wider outbreak.",NULL,@mvankerkhove,#coronavirus,1.24835256815946E+18,https://twitter.com/WHO/status/1248352568159461378,NULL,NULL,NULL
2020-04-09 20:47:15.000,WHO,WHO,4,41,85,"13 Jan 2020: Officials confirm case of #COVID19 in #Thailand, the first recorded case outside . #coronavirus",NULL,NULL,#COVID19 #Thailand #coronavirus,1.2483517926159E+18,https://twitter.com/WHO/status/1248351792615903239,NULL,NULL,NULL
2020-04-09 20:46:46.000,WHO,WHO,11,52,98,12 Jan 2020: #China shares the genetic sequence of #COVID19. #coronavirus,NULL,NULL,#China #COVID19 #coronavirus,1.24835167171089E+18,https://twitter.com/WHO/status/1248351671710896128,NULL,NULL,NULL
2020-04-09 20:45:42.000,WHO,WHO,7,46,89,"10 Jan 2020: WHO issues a comprehensive package of technical guidance with advice to all countries on how to detect, test & manage potential cases, based on what was known about the virus at the time. #COVID19 #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24835140200448E+18,https://twitter.com/WHO/status/1248351402004488194,NULL,NULL,NULL
2020-04-09 20:45:11.000,WHO,WHO,7,46,102,5 Jan 2020: WHO publishes first Disease Outbreak News on the new virus. This is a flagship technical publication to the scientific and public health community as well as global media. #COVID19 #coronavirus,NULL,NULL,#COVID19 #coronavirus,1.24835127511008E+18,https://twitter.com/WHO/status/1248351275110084609,NULL,NULL,NULL
2020-04-09 20:44:35.000,WHO,NULL,12,40,99,"4 Jan 2020: WHO reports on social media a cluster of pneumonia cases 鈥?with no deaths 鈥?in Wuhan, Hubei province, . #COVID19 #coronavirus https://twitter.com/WHO/status/1213523866703814656s=20",NULL,NULL,#COVID19 #coronavirus,1.24835112284423E+18,https://twitter.com/WHO/status/1248351122844237824,NULL,NULL,NULL
2020-04-09 20:44:35.000,WHO,NULL,760,1522,2833,"As we mark 100 days since the first case of what we now call #COVID19 now was notified to WHO, here is the timeline of key events and efforts taken to stop the #coronavirus from spreading.",NULL,NULL,#COVID19 #coronavirus,1.24835112041149E+18,https://twitter.com/WHO/status/1248351120411496448,NULL,NULL,NULL
2020-04-09 17:22:21.000,WHO,NULL,57,43,165,"Grab your book and watch @HowardDonald reading 鈥淢y Hero is You, How kids can fight #COVID19!鈥?https://bit.ly/2VrqOw3 #coronavirus",NULL,@HowardDonald,#COVID19 #coronavirus,1.24830022854293E+18,https://twitter.com/WHO/status/1248300228542939138,NULL,NULL,NULL
2020-04-09 16:55:04.000,WHO,WHO,34,94,329,"The book 鈥淢y Hero is You, How kids can fight #COVID19!鈥?will be widely translated, with six language versions released today and more than 30 others in the pipeline. It is being released as both an online product and audio book. #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24829336213595E+18,https://twitter.com/WHO/status/1248293362135957505,NULL,NULL,NULL
2020-04-09 15:22:13.000,WHO,NULL,67,128,531,"鈥淭here are many heroes keeping people safe from the #coronavirus, like wonderful doctors and nurses. But you remind me that we can all be heroes, every day"" https://bit.ly/2VrqOw3 #COVID19",NULL,NULL,#coronavirus #COVID19,1.2482699970483E+18,https://twitter.com/WHO/status/1248269997048303617,NULL,NULL,NULL
2020-04-09 14:56:34.000,WHO,NULL,31,113,471,"鈥淪ometimes the most important thing we can do as friends is protect each other,鈥?said Ario. 鈥淓ven if that means staying away from each other for a while.鈥?https://bit.ly/2VrqOw3 #COVID19 #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24826353930073E+18,https://twitter.com/WHO/status/1248263539300732928,NULL,NULL,NULL
2020-04-09 14:26:06.000,WHO,NULL,20,83,280,"鈥淪ometimes when we are feeling very afraid or unsafe, it can help to imagine a safe place in our minds."". Ario asked the children to close their eyes and imagine a place where they feel safe. https://bit.ly/2VrqOw3 #COVID19 #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24825587360198E+18,https://twitter.com/WHO/status/1248255873601986561,NULL,NULL,NULL
2020-04-09 14:15:23.000,WHO,NULL,32,84,345,How can we stay safe from the #coronavirus? https://bit.ly/2VrqOw3 #COVID19,NULL,NULL,#coronavirus #COVID19,1.2482531755278E+18,https://twitter.com/WHO/status/1248253175527809025,NULL,NULL,NULL
2020-04-09 11:21:20.000,WHO,NULL,18,61,270,鈥淚f I have you鈥?then I can tell all the children in the world about the #coronavirus!鈥?said Sara. Read more https://bit.ly/2VrqOw3 #COVID19,NULL,NULL,#coronavirus #COVID19,1.24820937519131E+18,https://twitter.com/WHO/status/1248209375191318528,NULL,NULL,NULL
2020-04-09 11:09:12.000,WHO,NULL,15,71,264,"鈥淪o we can鈥檛 fight the #coronavirus because we can鈥檛 see it?鈥?Sara asked. 鈥淲e can fight it,鈥?said Sara鈥檚 mum. 鈥淭he virus affects many kinds of people, and everyone can help us fight it. Children are special and they can help too鈥?Read more https://bit.ly/",NULL,NULL,#coronavirus #COVID19,1.2482063236967E+18,https://twitter.com/WHO/status/1248206323696701440,NULL,NULL,NULL
2020-04-09 10:33:19.000,WHO,WHO,17,98,380,"We are grateful to @HowardDonald for giving the first public reading of 鈥淢y Hero is You - how kids can fight #COVID19"" at 15h00 GMT TODAY on http://youtube.com/WHO in support of the ""Read The World"" initiative by @IntPublishers, @UNICEF &amp; WHO.",NULL,@HowardDonald @IntPublishers @UNICEF,#COVID19,1.24819729384669E+18,https://twitter.com/WHO/status/1248197293846691842,NULL,NULL,NULL
2020-04-09 10:24:05.000,WHO,WHO,8,54,197," Ario and the new story book on #COVID19 has been produced by a collaboration of more than 50 organizations working in the humanitarian sector, incl. WHO, @UNICEF, @Refugees, @ifrc and @save_children",NULL,@UNICEF @Refugees @ifrc @save_children,#COVID19,1.2481949674593E+18,https://twitter.com/WHO/status/1248194967459303424,NULL,NULL,NULL
2020-04-09 10:05:13.000,WHO,NULL,14,70,261,"1,700+ children, parents, caregivers & teachers from around the shared how they were coping with #COVID19 to provide input to script writer &amp; illustrator @hvpatuck &amp; the @iascch Reference Group on #MentalHealth &amp; Psychosocial Support in Emerge",NULL,@hvpatuck @iascch,#COVID19 #MentalHealth #MentalHealth,1.24819021967908E+18,https://twitter.com/WHO/status/1248190219679080449,NULL,NULL,NULL
2020-04-09 09:34:42.000,WHO,WHO,13,92,240," The story book also explains to children how to manage difficult emotions when confronted with a new and rapidly changing reality, such as #COVID19. #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24818254117519E+18,https://twitter.com/WHO/status/1248182541175193600,NULL,NULL,NULL
2020-04-09 08:24:42.000,WHO,NULL,221,916,1581,FACT: #5G mobile networks DO NOT spread #COVID19 More: http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts,NULL,NULL,#5G #COVID19 #coronavirus #KnowTheFacts,1.24816492529972E+18,https://twitter.com/WHO/status/1248164925299720192,NULL,NULL,NULL
2020-04-09 08:18:36.000,WHO,NULL,51,486,1039," A new story book 鈥淢y Hero is You, How kids can fight COVID-19!鈥?- aimed at children aged 6-11 years old, is released today to help children understand and come to terms with #COVID19 https://bit.ly/2VrqOw3 #coronavirus",NULL,NULL,#COVID19 #coronavirus,1.24816338774755E+18,https://twitter.com/WHO/status/1248163387747557376,NULL,NULL,NULL
2020-04-08 22:48:26.000,WHO,NULL,330,1258,3548,"Kids, meet Ario - a kind, orange dragon with a horn like a unicorn, who will introduce you to #COVID19 and help you understand how to protect yourself, your families and friends from the #coronavirus https://bit.ly/2VrqOw3",NULL,NULL,#COVID19 #coronavirus,1.24801990275918E+18,https://twitter.com/WHO/status/1248019902759186432,NULL,NULL,NULL
2020-04-08 17:08:52.000,WHO,NULL,230,94,245,We apologize for sound issues at the beginning of the briefing today. Here you can watch the full statement on #COVID19 by @DrTedros ,NULL,@DrTedros,#COVID19,1.24793444815652E+18,https://twitter.com/WHO/status/1247934448156528642,NULL,NULL,NULL
2020-04-08 16:21:38.000,WHO,NULL,92,83,229,The full briefing on #COVID19 by @DrTedros ,NULL,@DrTedros,#COVID19,1.24792255923826E+18,https://twitter.com/WHO/status/1247922559238262787,NULL,NULL,NULL
2020-04-08 16:15:58.000,WHO,NULL,87,151,497,"""We know that #COVID19 means billions of believers are not able to celebrate in the way they usually would. We wish everyone a safe and joyful Easter, Passover and Ramadan""-@DrTedros #coronavirus",NULL,@DrTedros,#COVID19 #coronavirus,1.24792113668972E+18,https://twitter.com/WHO/status/1247921136689721346,NULL,NULL,NULL
